,M/MSun,age(Gyr),log L/Lsun,Teff(K),log g,R/Rsun,source
1703,0.014,3.4,-6.5385,418.11,4.56,1.0,sonora
1704,0.014,4.0,-6.6303,397.57,4.565,0.995,sonora
1705,0.014,4.6,-6.7081,380.95,4.568,0.991,sonora
1706,0.014,5.3,-6.772,367.92,4.572,0.987,sonora
1707,0.014,6.2,-6.8332,355.97,4.576,0.983,sonora
1708,0.014,7.2,-6.891,345.08,4.58,0.978,sonora
1709,0.014,8.3,-6.9474,334.75,4.583,0.974,sonora
1710,0.014,9.7,-7.0172,322.33,4.587,0.97,sonora
1711,0.014,11.0,-7.0718,312.93,4.59,0.966,sonora
1712,0.014,13.0,-7.1482,300.17,4.595,0.962,sonora
1713,0.0145,0.001,,2573.6739422811725,,,baraffe
1714,0.0145,0.0010974986633886447,,2570.1391550139683,,,baraffe
1715,0.0145,0.0012045035934870319,,2566.8703231413297,,,baraffe
1716,0.0145,0.0013219407795106888,,2557.2262839488994,,,baraffe
1717,0.0145,0.0014508282385919241,,2544.674271562814,,,baraffe
1718,0.0145,0.0015922820526611385,,2533.1094859659943,,,baraffe
1719,0.0145,0.001611697193010608,,2526.6933199676137,,,interp
1720,0.0145,0.0016311123333600777,,2520.277153969233,,,interp
1721,0.0145,0.0016505274737095472,,2513.8609879708524,,,interp
1722,0.0145,0.001669942614059017,,2507.4448219724713,,,interp
1723,0.0145,0.0016893577544084865,,2501.0286559740907,,,interp
1724,0.0145,0.001708772894757956,,2494.61248997571,,,interp
1725,0.0145,0.0017281880351074257,,2488.1963239773295,,,interp
1726,0.0145,0.0017476031754568952,,2481.780157978949,,,interp
1727,0.0145,0.0017670183158063648,,2475.3639919805682,,,interp
1728,0.0145,0.0017864334561558345,,2468.9478259821876,,,interp
1729,0.0145,0.001805848596505304,,2462.5316599838065,,,interp
1730,0.0145,0.0018252637368547735,,2456.115493985426,,,interp
1731,0.0145,0.0018446788772042433,,2449.6993279870453,,,interp
1732,0.0145,0.0018640940175537128,,2443.2831619886647,,,interp
1733,0.0145,0.0018835091579031825,,2436.866995990284,,,interp
1734,0.0145,0.001902924298252652,,2430.4508299919034,,,interp
1735,0.0145,0.0019223394386021215,,2424.034663993523,,,interp
1736,0.0145,0.0019417545789515913,,2417.6184979951418,,,interp
1737,0.0145,0.001961169719301061,,2411.202331996761,,,interp
1738,0.0145,0.0019805848596505305,,2404.7861659983805,,,interp
1739,0.0145,0.002,-2.7385,2398.37,3.81,2.414,sonora
1740,0.0145,0.0023,-2.7895,2371.76,3.842,2.328,sonora
1741,0.0145,0.0027,-2.8511,2336.79,3.878,2.234,sonora
1742,0.0145,0.0031,-2.9025,2306.96,3.907,2.16,sonora
1743,0.0145,0.0036,-2.9583,2271.92,3.936,2.089,sonora
1744,0.0145,0.0042,-3.015,2235.53,3.965,2.021,sonora
1745,0.0145,0.0049,-3.0669,2201.66,3.99,1.963,sonora
1746,0.0145,0.0057,-3.112,2171.74,4.011,1.915,sonora
1747,0.0145,0.0066,-3.148,2147.64,4.028,1.879,sonora
1748,0.0145,0.0076,-3.1766,2128.65,4.041,1.851,sonora
1749,0.0145,0.0088,-3.2012,2111.65,4.052,1.828,sonora
1750,0.0145,0.01,-3.2184,2099.61,4.059,1.813,sonora
1751,0.0145,0.012,-3.2387,2085.0,4.067,1.796,sonora
1752,0.0145,0.014,-3.2549,2072.84,4.073,1.783,sonora
1753,0.0145,0.016,-3.2701,2061.11,4.079,1.773,sonora
1754,0.0145,0.019,-3.292,2044.38,4.086,1.757,sonora
1755,0.0145,0.022,-3.3198,2022.62,4.096,1.738,sonora
1756,0.0145,0.025,-3.3555,1994.4,4.107,1.716,sonora
1757,0.0145,0.029,-3.4071,1952.58,4.122,1.687,sonora
1758,0.0145,0.034,-3.4701,1902.88,4.14,1.652,sonora
1759,0.0145,0.039,-3.544,1845.03,4.16,1.614,sonora
1760,0.0145,0.045,-3.6527,1760.24,4.187,1.565,sonora
1761,0.0145,0.053,-3.8231,1631.43,4.226,1.497,sonora
1762,0.0145,0.061,-4.0213,1484.26,4.259,1.439,sonora
1763,0.0145,0.071,-4.1757,1382.21,4.29,1.39,sonora
1764,0.0145,0.082,-4.3184,1290.16,4.313,1.353,sonora
1765,0.0145,0.096,-4.4315,1223.79,4.334,1.32,sonora
1766,0.0145,0.11,-4.4943,1191.93,4.351,1.295,sonora
1767,0.0145,0.13,-4.5462,1170.82,4.372,1.264,sonora
1768,0.0145,0.15,-4.5928,1151.91,4.391,1.238,sonora
1769,0.0145,0.17,-4.6359,1134.16,4.407,1.215,sonora
1770,0.0145,0.2,-4.6973,1108.02,4.428,1.186,sonora
1771,0.0145,0.23,-4.7806,1066.97,4.445,1.163,sonora
1772,0.0145,0.27,-4.9209,994.13,4.463,1.139,sonora
1773,0.0145,0.31,-5.0409,934.68,4.475,1.123,sonora
1774,0.0145,0.37,-5.1924,863.35,4.489,1.105,sonora
1775,0.0145,0.42,-5.2934,818.56,4.498,1.094,sonora
1776,0.0145,0.49,-5.4035,772.39,4.507,1.083,sonora
1777,0.0145,0.57,-5.5093,730.04,4.515,1.073,sonora
1778,0.0145,0.66,-5.6053,693.62,4.522,1.064,sonora
1779,0.0145,0.77,-5.7014,658.92,4.529,1.056,sonora
1780,0.0145,0.89,-5.7888,628.8,4.535,1.048,sonora
1781,0.0145,1.0,-5.8579,605.86,4.539,1.043,sonora
1782,0.0145,1.2,-5.9573,574.45,4.546,1.035,sonora
1783,0.0145,1.4,-6.0424,548.67,4.552,1.028,sonora
1784,0.0145,1.6,-6.1134,528.08,4.556,1.023,sonora
1785,0.0145,1.9,-6.2051,502.54,4.562,1.016,sonora
1786,0.0145,2.2,-6.2853,481.17,4.566,1.011,sonora
1787,0.0145,2.5,-6.3523,463.97,4.57,1.006,sonora
1788,0.0145,2.9,-6.4244,446.28,4.575,1.002,sonora
1789,0.0145,3.4,-6.5079,426.36,4.579,0.996,sonora
1790,0.0145,4.0,-6.5976,405.93,4.583,0.991,sonora
1791,0.0145,4.6,-6.6715,389.97,4.587,0.987,sonora
1792,0.0145,5.3,-6.7462,374.18,4.591,0.983,sonora
1793,0.0145,6.2,-6.8103,361.39,4.594,0.979,sonora
1794,0.0145,7.2,-6.8654,350.86,4.598,0.975,sonora
1795,0.0145,8.3,-6.9251,339.7,4.602,0.971,sonora
1796,0.0145,9.7,-6.9867,328.64,4.606,0.966,sonora
1797,0.0145,11.0,-7.045,318.37,4.609,0.963,sonora
1798,0.0145,13.0,-7.1137,306.75,4.613,0.958,sonora
1799,0.015,0.001,,2577.230092829729,,,baraffe
1800,0.015,0.0010974986633886447,,2573.747150199429,,,baraffe
1801,0.015,0.0012045035934870319,,2570.52623419914,,,baraffe
1802,0.015,0.0013219407795106888,,2567.5359831276337,,,baraffe
1803,0.015,0.0014508282385919241,,2561.7121519851594,,,baraffe
1804,0.015,0.0015922820526611385,,2551.0148895074276,,,baraffe
1805,0.015,0.001611697193010608,,2544.78227572136,,,interp
1806,0.015,0.0016311123333600777,,2538.5496619352916,,,interp
1807,0.015,0.0016505274737095472,,2532.317048149224,,,interp
1808,0.015,0.001669942614059017,,2526.0844343631557,,,interp
1809,0.015,0.0016893577544084865,,2519.851820577088,,,interp
1810,0.015,0.001708772894757956,,2513.6192067910197,,,interp
1811,0.015,0.0017281880351074257,,2507.386593004952,,,interp
1812,0.015,0.0017476031754568952,,2501.1539792188837,,,interp
1813,0.015,0.0017670183158063648,,2494.921365432816,,,interp
1814,0.015,0.0017864334561558345,,2488.6887516467477,,,interp
1815,0.015,0.001805848596505304,,2482.45613786068,,,interp
1816,0.015,0.0018252637368547735,,2476.2235240746118,,,interp
1817,0.015,0.0018446788772042433,,2469.990910288544,,,interp
1818,0.015,0.0018640940175537128,,2463.758296502476,,,interp
1819,0.015,0.0018835091579031825,,2457.525682716408,,,interp
1820,0.015,0.001902924298252652,,2451.29306893034,,,interp
1821,0.015,0.0019223394386021215,,2445.060455144272,,,interp
1822,0.015,0.0019417545789515913,,2438.827841358204,,,interp
1823,0.015,0.001961169719301061,,2432.595227572136,,,interp
1824,0.015,0.0019805848596505305,,2426.362613786068,,,interp
1825,0.015,0.002,-2.7126,2420.13,3.815,2.443,sonora
1826,0.015,0.0023,-2.7616,2395.24,3.846,2.358,sonora
1827,0.015,0.0027,-2.8212,2362.73,3.882,2.262,sonora
1828,0.015,0.0031,-2.8727,2332.62,3.911,2.187,sonora
1829,0.015,0.0036,-2.9255,2301.25,3.94,2.115,sonora
1830,0.015,0.0042,-2.978,2268.19,3.968,2.049,sonora
1831,0.015,0.0049,-3.0178,2242.37,3.987,2.003,sonora
1832,0.015,0.0057,-3.0629,2213.08,4.01,1.952,sonora
1833,0.015,0.0066,-3.0917,2194.16,4.024,1.921,sonora
1834,0.015,0.0076,-3.1135,2179.49,4.034,1.898,sonora
1835,0.015,0.0088,-3.1311,2167.82,4.042,1.88,sonora
1836,0.015,0.01,-3.1434,2159.67,4.048,1.868,sonora
1837,0.015,0.012,-3.1595,2148.87,4.055,1.852,sonora
1838,0.015,0.014,-3.174,2139.08,4.062,1.838,sonora
1839,0.015,0.016,-3.1893,2128.46,4.068,1.824,sonora
1840,0.015,0.019,-3.2294,2099.75,4.085,1.79,sonora
1841,0.015,0.022,-3.2676,2070.91,4.099,1.761,sonora
1842,0.015,0.025,-3.3079,2039.89,4.113,1.732,sonora
1843,0.015,0.029,-3.3866,1976.89,4.137,1.685,sonora
1844,0.015,0.034,-3.4994,1887.12,4.169,1.624,sonora
1845,0.015,0.039,-3.6367,1780.14,4.205,1.558,sonora
1846,0.015,0.045,-3.8267,1634.6,4.247,1.485,sonora
1847,0.015,0.053,-4.0303,1483.28,4.282,1.426,sonora
1848,0.015,0.061,-4.1436,1408.23,4.305,1.389,sonora
1849,0.015,0.071,-4.2779,1319.72,4.327,1.355,sonora
1850,0.015,0.082,-4.3753,1260.39,4.344,1.328,sonora
1851,0.015,0.096,-4.468,1207.02,4.362,1.302,sonora
1852,0.015,0.11,-4.5094,1188.7,4.377,1.279,sonora
1853,0.015,0.13,-4.5556,1170.06,4.395,1.252,sonora
1854,0.015,0.15,-4.5985,1152.6,4.412,1.228,sonora
1855,0.015,0.17,-4.6388,1135.87,4.427,1.207,sonora
1856,0.015,0.2,-4.6913,1114.46,4.446,1.18,sonora
1857,0.015,0.23,-4.7586,1082.56,4.463,1.158,sonora
1858,0.015,0.27,-4.8974,1009.5,4.48,1.135,sonora
1859,0.015,0.31,-5.0155,950.0,4.493,1.119,sonora
1860,0.015,0.37,-5.1611,880.55,4.507,1.101,sonora
1861,0.015,0.42,-5.2649,833.49,4.515,1.09,sonora
1862,0.015,0.49,-5.3709,788.5,4.524,1.079,sonora
1863,0.015,0.57,-5.4768,745.12,4.533,1.069,sonora
1864,0.015,0.66,-5.5724,708.16,4.54,1.06,sonora
1865,0.015,0.77,-5.6633,675.0,4.546,1.052,sonora
1866,0.015,0.89,-5.7526,643.21,4.553,1.045,sonora
1867,0.015,1.0,-5.8215,619.81,4.557,1.039,sonora
1868,0.015,1.2,-5.9261,585.94,4.564,1.031,sonora
1869,0.015,1.4,-6.0093,560.33,4.57,1.024,sonora
1870,0.015,1.6,-6.0815,538.91,4.574,1.019,sonora
1871,0.015,1.9,-6.1735,512.78,4.58,1.012,sonora
1872,0.015,2.2,-6.252,491.39,4.585,1.007,sonora
1873,0.015,2.5,-6.3199,473.59,4.588,1.002,sonora
1874,0.015,2.9,-6.3956,454.55,4.593,0.998,sonora
1875,0.015,3.4,-6.4745,435.47,4.597,0.992,sonora
1876,0.015,4.0,-6.565,414.58,4.602,0.987,sonora
1877,0.015,4.6,-6.6467,396.3,4.605,0.983,sonora
1878,0.015,5.3,-6.7223,380.16,4.609,0.979,sonora
1879,0.015,6.2,-6.7894,366.55,4.613,0.975,sonora
1880,0.015,7.2,-6.8437,356.02,4.616,0.971,sonora
1881,0.015,8.3,-6.9018,344.99,4.62,0.967,sonora
1882,0.015,9.7,-6.9662,333.17,4.624,0.963,sonora
1883,0.015,11.0,-7.0167,324.21,4.627,0.959,sonora
1884,0.015,13.0,-7.0947,310.7,4.631,0.955,sonora
1885,0.0155,0.001,,2580.674301579383,,,baraffe
1886,0.0155,0.0010974986633886447,,2577.2416473615503,,,baraffe
1887,0.0155,0.0012045035934870319,,2574.067211066858,,,baraffe
1888,0.0155,0.0013219407795106888,,2571.120016047655,,,baraffe
1889,0.0155,0.0014508282385919241,,2568.5121443917533,,,baraffe
1890,0.0155,0.0015922820526611385,,2566.3388859749157,,,baraffe
1891,0.0155,0.001611697193010608,,2560.31131997611,,,interp
1892,0.0155,0.0016311123333600777,,2554.2837539773045,,,interp
1893,0.0155,0.0016505274737095472,,2548.2561879784994,,,interp
1894,0.0155,0.001669942614059017,,2542.228621979694,,,interp
1895,0.0155,0.0016893577544084865,,2536.201055980888,,,interp
1896,0.0155,0.001708772894757956,,2530.1734899820826,,,interp
1897,0.0155,0.0017281880351074257,,2524.145923983277,,,interp
1898,0.0155,0.0017476031754568952,,2518.118357984472,,,interp
1899,0.0155,0.0017670183158063648,,2512.0907919856663,,,interp
1900,0.0155,0.0017864334561558345,,2506.0632259868607,,,interp
1901,0.0155,0.001805848596505304,,2500.035659988055,,,interp
1902,0.0155,0.0018252637368547735,,2494.0080939892496,,,interp
1903,0.0155,0.0018446788772042433,,2487.980527990444,,,interp
1904,0.0155,0.0018640940175537128,,2481.952961991639,,,interp
1905,0.0155,0.0018835091579031825,,2475.9253959928333,,,interp
1906,0.0155,0.001902924298252652,,2469.8978299940277,,,interp
1907,0.0155,0.0019223394386021215,,2463.870263995222,,,interp
1908,0.0155,0.0019417545789515913,,2457.8426979964165,,,interp
1909,0.0155,0.001961169719301061,,2451.8151319976114,,,interp
1910,0.0155,0.0019805848596505305,,2445.787565998806,,,interp
1911,0.0155,0.002,-2.6885,2439.76,3.819,2.471,sonora
1912,0.0155,0.0023,-2.7366,2416.84,3.851,2.383,sonora
1913,0.0155,0.0027,-2.7931,2387.5,3.886,2.288,sonora
1914,0.0155,0.0031,-2.8423,2358.58,3.914,2.215,sonora
1915,0.0155,0.0036,-2.8921,2329.38,3.942,2.145,sonora
1916,0.0155,0.0042,-2.9385,2301.28,3.968,2.083,sonora
1917,0.0155,0.0049,-2.9791,2275.24,3.988,2.034,sonora
1918,0.0155,0.0057,-3.01,2255.48,4.004,1.997,sonora
1919,0.0155,0.0066,-3.0332,2240.12,4.015,1.971,sonora
1920,0.0155,0.0076,-3.0495,2229.71,4.024,1.952,sonora
1921,0.0155,0.0088,-3.0635,2220.66,4.031,1.937,sonora
1922,0.0155,0.01,-3.0745,2213.64,4.036,1.925,sonora
1923,0.0155,0.012,-3.0898,2203.6,4.043,1.908,sonora
1924,0.0155,0.014,-3.1042,2194.49,4.051,1.893,sonora
1925,0.0155,0.016,-3.1223,2182.07,4.059,1.875,sonora
1926,0.0155,0.019,-3.1549,2159.97,4.074,1.843,sonora
1927,0.0155,0.022,-3.1922,2134.33,4.09,1.808,sonora
1928,0.0155,0.025,-3.2376,2101.42,4.109,1.77,sonora
1929,0.0155,0.029,-3.3315,2028.27,4.141,1.706,sonora
1930,0.0155,0.034,-3.4714,1916.23,4.182,1.627,sonora
1931,0.0155,0.039,-3.6321,1790.73,4.225,1.548,sonora
1932,0.0155,0.045,-3.813,1650.7,4.265,1.479,sonora
1933,0.0155,0.053,-4.0136,1499.8,4.299,1.422,sonora
1934,0.0155,0.061,-4.1227,1426.88,4.321,1.386,sonora
1935,0.0155,0.071,-4.2502,1342.28,4.343,1.352,sonora
1936,0.0155,0.082,-4.3559,1275.93,4.36,1.325,sonora
1937,0.0155,0.096,-4.4469,1222.96,4.378,1.299,sonora
1938,0.0155,0.11,-4.5031,1193.84,4.392,1.278,sonora
1939,0.0155,0.13,-4.5469,1176.14,4.41,1.252,sonora
1940,0.0155,0.15,-4.5863,1160.33,4.426,1.229,sonora
1941,0.0155,0.17,-4.623,1145.44,4.44,1.209,sonora
1942,0.0155,0.2,-4.6746,1124.17,4.459,1.183,sonora
1943,0.0155,0.23,-4.7363,1095.45,4.475,1.161,sonora
1944,0.0155,0.27,-4.8395,1043.39,4.493,1.137,sonora
1945,0.0155,0.31,-4.9617,980.1,4.507,1.119,sonora
1946,0.0155,0.37,-5.1103,907.17,4.522,1.1,sonora
1947,0.0155,0.42,-5.2161,857.99,4.531,1.089,sonora
1948,0.0155,0.49,-5.3312,807.51,4.541,1.077,sonora
1949,0.0155,0.57,-5.4354,764.19,4.549,1.066,sonora
1950,0.0155,0.66,-5.5341,725.03,4.557,1.057,sonora
1951,0.0155,0.77,-5.6322,688.05,4.564,1.048,sonora
1952,0.0155,0.89,-5.7203,656.41,4.57,1.041,sonora
1953,0.0155,1.0,-5.7881,632.98,4.575,1.035,sonora
1954,0.0155,1.2,-5.8942,597.84,4.582,1.027,sonora
1955,0.0155,1.4,-5.9755,572.41,4.587,1.021,sonora
1956,0.0155,1.6,-6.0484,550.32,4.592,1.015,sonora
1957,0.0155,1.9,-6.1443,522.39,4.597,1.009,sonora
1958,0.0155,2.2,-6.2184,501.99,4.602,1.003,sonora
1959,0.0155,2.5,-6.2871,483.58,4.606,0.999,sonora
1960,0.0155,2.9,-6.3648,463.57,4.61,0.994,sonora
1961,0.0155,3.4,-6.4448,443.86,4.615,0.989,sonora
1962,0.0155,4.0,-6.53,423.72,4.619,0.983,sonora
1963,0.0155,4.6,-6.6123,404.98,4.623,0.979,sonora
1964,0.0155,5.3,-6.69,388.03,4.626,0.975,sonora
1965,0.0155,6.2,-6.7632,372.85,4.63,0.971,sonora
1966,0.0155,7.2,-6.8219,361.19,4.634,0.967,sonora
1967,0.0155,8.3,-6.8749,351.05,4.637,0.963,sonora
1968,0.0155,9.7,-6.9437,338.14,4.641,0.959,sonora
1969,0.0155,11.0,-6.993,329.27,4.644,0.956,sonora
1970,0.0155,13.0,-7.0687,315.97,4.648,0.951,sonora
1971,0.016,0.001,,2584.0135375742984,,,baraffe
1972,0.016,0.0010974986633886447,,2580.629710157712,,,baraffe
1973,0.016,0.0012045035934870319,,2577.500404651841,,,baraffe
1974,0.016,0.0013219407795106888,,2574.595017855052,,,baraffe
1975,0.016,0.0014508282385919241,,2572.0241055242855,,,baraffe
1976,0.016,0.0015922820526611385,,2569.8816156131247,,,baraffe
1977,0.016,0.001611697193010608,,2564.6177291553568,,,interp
1978,0.016,0.0016311123333600777,,2559.3538426975892,,,interp
1979,0.016,0.0016505274737095472,,2554.0899562398213,,,interp
1980,0.016,0.001669942614059017,,2548.8260697820533,,,interp
1981,0.016,0.0016893577544084865,,2543.5621833242853,,,interp
1982,0.016,0.001708772894757956,,2538.298296866518,,,interp
1983,0.016,0.0017281880351074257,,2533.03441040875,,,interp
1984,0.016,0.0017476031754568952,,2527.770523950982,,,interp
1985,0.016,0.0017670183158063648,,2522.5066374932144,,,interp
1986,0.016,0.0017864334561558345,,2517.2427510354464,,,interp
1987,0.016,0.001805848596505304,,2511.9788645776785,,,interp
1988,0.016,0.0018252637368547735,,2506.7149781199105,,,interp
1989,0.016,0.0018446788772042433,,2501.451091662143,,,interp
1990,0.016,0.0018640940175537128,,2496.187205204375,,,interp
1991,0.016,0.0018835091579031825,,2490.923318746607,,,interp
1992,0.016,0.001902924298252652,,2485.6594322888395,,,interp
1993,0.016,0.0019223394386021215,,2480.3955458310716,,,interp
1994,0.016,0.0019417545789515913,,2475.1316593733036,,,interp
1995,0.016,0.001961169719301061,,2469.8677729155356,,,interp
1996,0.016,0.0019805848596505305,,2464.603886457768,,,interp
1997,0.016,0.002,-2.6648,2459.34,3.823,2.499,sonora
1998,0.016,0.0023,-2.7118,2437.36,3.854,2.411,sonora
1999,0.016,0.0027,-2.7662,2409.84,3.889,2.316,sonora
2000,0.016,0.0031,-2.8112,2385.03,3.916,2.245,sonora
2001,0.016,0.0036,-2.8582,2357.51,3.943,2.177,sonora
2002,0.016,0.0042,-2.9004,2332.33,3.966,2.119,sonora
2003,0.016,0.0049,-2.932,2313.34,3.984,2.077,sonora
2004,0.016,0.0057,-2.9572,2297.88,3.997,2.045,sonora
2005,0.016,0.0066,-2.976,2285.63,4.007,2.022,sonora
2006,0.016,0.0076,-2.9903,2276.06,4.014,2.006,sonora
2007,0.016,0.0088,-3.0025,2268.14,4.02,1.992,sonora
2008,0.016,0.01,-3.0124,2261.76,4.025,1.98,sonora
2009,0.016,0.012,-3.028,2251.94,4.033,1.962,sonora
2010,0.016,0.014,-3.0458,2240.24,4.042,1.943,sonora
2011,0.016,0.016,-3.0651,2227.9,4.052,1.921,sonora
2012,0.016,0.019,-3.101,2204.75,4.069,1.882,sonora
2013,0.016,0.022,-3.1482,2172.76,4.091,1.836,sonora
2014,0.016,0.025,-3.2157,2125.15,4.12,1.775,sonora
2015,0.016,0.029,-3.349,2021.5,4.166,1.683,sonora
2016,0.016,0.034,-3.5422,1867.65,4.222,1.579,sonora
2017,0.016,0.039,-3.7136,1732.4,4.263,1.506,sonora
2018,0.016,0.045,-3.8667,1615.62,4.295,1.452,sonora
2019,0.016,0.053,-4.0398,1486.67,4.323,1.405,sonora
2020,0.016,0.061,-4.1371,1422.02,4.344,1.373,sonora
2021,0.016,0.071,-4.2549,1343.78,4.363,1.342,sonora
2022,0.016,0.082,-4.354,1281.02,4.379,1.318,sonora
2023,0.016,0.096,-4.4384,1231.72,4.395,1.293,sonora
2024,0.016,0.11,-4.4999,1198.19,4.409,1.273,sonora
2025,0.016,0.13,-4.5422,1180.94,4.426,1.248,sonora
2026,0.016,0.15,-4.5789,1166.35,4.441,1.227,sonora
2027,0.016,0.17,-4.6148,1151.64,4.455,1.207,sonora
2028,0.016,0.2,-4.6643,1131.22,4.473,1.182,sonora
2029,0.016,0.23,-4.7072,1113.85,4.489,1.161,sonora
2030,0.016,0.27,-4.7987,1068.28,4.508,1.135,sonora
2031,0.016,0.31,-4.9196,1004.56,4.522,1.118,sonora
2032,0.016,0.37,-5.0691,929.64,4.537,1.098,sonora
2033,0.016,0.42,-5.1699,881.98,4.547,1.086,sonora
2034,0.016,0.49,-5.2899,827.82,4.557,1.074,sonora
2035,0.016,0.57,-5.3962,782.56,4.565,1.063,sonora
2036,0.016,0.66,-5.4944,742.81,4.573,1.054,sonora
2037,0.016,0.77,-5.5945,704.21,4.58,1.045,sonora
2038,0.016,0.89,-5.6837,671.45,4.586,1.038,sonora
2039,0.016,1.0,-5.7529,647.02,4.591,1.032,sonora
2040,0.016,1.2,-5.8597,610.9,4.598,1.024,sonora
2041,0.016,1.4,-5.9481,582.46,4.604,1.017,sonora
2042,0.016,1.6,-6.0181,561.0,4.609,1.012,sonora
2043,0.016,1.9,-6.1118,533.26,4.614,1.005,sonora
2044,0.016,2.2,-6.1925,510.43,4.619,0.999,sonora
2045,0.016,2.5,-6.259,492.41,4.623,0.995,sonora
2046,0.016,2.9,-6.3372,471.92,4.627,0.99,sonora
2047,0.016,3.4,-6.4175,451.77,4.632,0.985,sonora
2048,0.016,4.0,-6.5006,431.76,4.636,0.98,sonora
2049,0.016,4.6,-6.5814,413.07,4.64,0.975,sonora
2050,0.016,5.3,-6.6618,395.18,4.644,0.971,sonora
2051,0.016,6.2,-6.7428,377.97,4.648,0.967,sonora
2052,0.016,7.2,-6.8014,366.21,4.651,0.963,sonora
2053,0.016,8.3,-6.8569,355.39,4.654,0.96,sonora
2054,0.016,9.7,-6.9183,343.78,4.658,0.955,sonora
2055,0.016,11.0,-6.9722,333.87,4.661,0.952,sonora
2056,0.016,13.0,-7.0432,321.24,4.665,0.947,sonora
2057,0.0165,0.001,,2587.2541346811804,,,baraffe
2058,0.0165,0.0010974986633886447,,2583.917758579437,,,baraffe
2059,0.0165,0.0012045035934870319,,2580.8323143716084,,,baraffe
2060,0.0165,0.0013219407795106888,,2577.9675613907466,,,baraffe
2061,0.0165,0.0014508282385919241,,2575.43257148618,,,baraffe
2062,0.0165,0.0015922820526611385,,2573.3199878007417,,,baraffe
2063,0.0165,0.001611697193010608,,2568.778083619754,,,interp
2064,0.0165,0.0016311123333600777,,2564.236179438766,,,interp
2065,0.0165,0.0016505274737095472,,2559.694275257779,,,interp
2066,0.0165,0.001669942614059017,,2555.152371076791,,,interp
2067,0.0165,0.0016893577544084865,,2550.6104668958033,,,interp
2068,0.0165,0.001708772894757956,,2546.0685627148155,,,interp
2069,0.0165,0.0017281880351074257,,2541.5266585338277,,,interp
2070,0.0165,0.0017476031754568952,,2536.9847543528404,,,interp
2071,0.0165,0.0017670183158063648,,2532.4428501718526,,,interp
2072,0.0165,0.0017864334561558345,,2527.900945990865,,,interp
2073,0.0165,0.001805848596505304,,2523.359041809877,,,interp
2074,0.0165,0.0018252637368547735,,2518.817137628889,,,interp
2075,0.0165,0.0018446788772042433,,2514.2752334479014,,,interp
2076,0.0165,0.0018640940175537128,,2509.733329266914,,,interp
2077,0.0165,0.0018835091579031825,,2505.1914250859263,,,interp
2078,0.0165,0.001902924298252652,,2500.6495209049385,,,interp
2079,0.0165,0.0019223394386021215,,2496.1076167239507,,,interp
2080,0.0165,0.0019417545789515913,,2491.565712542963,,,interp
2081,0.0165,0.001961169719301061,,2487.0238083619756,,,interp
2082,0.0165,0.0019805848596505305,,2482.481904180988,,,interp
2083,0.0165,0.002,-2.642,2477.94,3.827,2.527,sonora
2084,0.0165,0.0023,-2.688,2457.33,3.858,2.437,sonora
2085,0.0165,0.0027,-2.739,2432.46,3.891,2.346,sonora
2086,0.0165,0.0031,-2.7819,2409.63,3.918,2.275,sonora
2087,0.0165,0.0036,-2.8252,2384.45,3.943,2.21,sonora
2088,0.0165,0.0042,-2.8618,2362.9,3.964,2.158,sonora
2089,0.0165,0.0049,-2.8894,2346.14,3.979,2.12,sonora
2090,0.0165,0.0057,-2.9087,2334.78,3.99,2.094,sonora
2091,0.0165,0.0066,-2.923,2325.99,3.998,2.075,sonora
2092,0.0165,0.0076,-2.9344,2319.12,4.004,2.061,sonora
2093,0.0165,0.0088,-2.9446,2313.22,4.01,2.047,sonora
2094,0.0165,0.01,-2.9543,2307.35,4.015,2.034,sonora
2095,0.0165,0.012,-2.9726,2295.78,4.025,2.012,sonora
2096,0.0165,0.014,-2.9929,2282.97,4.035,1.988,sonora
2097,0.0165,0.016,-3.0201,2264.67,4.048,1.958,sonora
2098,0.0165,0.019,-3.1085,2207.52,4.092,1.861,sonora
2099,0.0165,0.022,-3.282,2082.1,4.164,1.714,sonora
2100,0.0165,0.025,-3.4298,1963.45,4.21,1.626,sonora
2101,0.0165,0.029,-3.579,1845.49,4.252,1.55,sonora
2102,0.0165,0.034,-3.736,1720.93,4.287,1.487,sonora
2103,0.0165,0.039,-3.8538,1631.0,4.312,1.446,sonora
2104,0.0165,0.045,-3.9845,1532.01,4.334,1.41,sonora
2105,0.0165,0.053,-4.0979,1452.6,4.355,1.376,sonora
2106,0.0165,0.061,-4.1831,1396.36,4.371,1.35,sonora
2107,0.0165,0.071,-4.2945,1321.97,4.388,1.325,sonora
2108,0.0165,0.082,-4.3759,1271.8,4.402,1.303,sonora
2109,0.0165,0.096,-4.4514,1228.11,4.416,1.282,sonora
2110,0.0165,0.11,-4.5065,1198.29,4.429,1.263,sonora
2111,0.0165,0.13,-4.5459,1182.0,4.445,1.241,sonora
2112,0.0165,0.15,-4.5809,1167.92,4.459,1.221,sonora
2113,0.0165,0.17,-4.6131,1155.16,4.472,1.202,sonora
2114,0.0165,0.2,-4.6588,1136.53,4.489,1.178,sonora
2115,0.0165,0.23,-4.7003,1119.44,4.504,1.158,sonora
2116,0.0165,0.27,-4.7664,1089.21,4.523,1.134,sonora
2117,0.0165,0.31,-4.8865,1024.92,4.537,1.115,sonora
2118,0.0165,0.37,-5.0353,949.18,4.553,1.096,sonora
