,M/MSun,age(Gyr),log L/Lsun,Teff(K),log g,R/Rsun,source
5076,0.069,2.9,-4.3683,1541.11,5.349,0.895,sonora
5077,0.069,3.4,-4.4011,1515.64,5.353,0.891,sonora
5078,0.069,4.0,-4.4271,1495.85,5.356,0.888,sonora
5079,0.069,4.6,-4.4459,1481.54,5.358,0.886,sonora
5080,0.069,5.3,-4.4605,1470.63,5.36,0.884,sonora
5081,0.069,6.2,-4.4709,1462.87,5.361,0.883,sonora
5082,0.069,7.2,-4.4784,1457.28,5.362,0.882,sonora
5083,0.069,8.3,-4.4829,1453.94,5.363,0.882,sonora
5084,0.069,9.7,-4.485,1452.44,5.363,0.881,sonora
5085,0.069,11.0,-4.4867,1451.13,5.363,0.881,sonora
5086,0.069,13.0,-4.4869,1451.13,5.363,0.881,sonora
5087,0.07,0.001,,2743.194824514315,,,baraffe
5088,0.07,0.0010974986633886447,,2742.274538345968,,,baraffe
5089,0.07,0.0012045035934870319,,2741.422829447988,,,baraffe
5090,0.07,0.0013219407795106888,,2740.631259676049,,,baraffe
5091,0.07,0.0014508282385919241,,2739.9303641906413,,,baraffe
5092,0.07,0.0015922820526611385,,2739.345845554537,,,baraffe
5093,0.07,0.0017475274245333274,,2738.8123969366243,,,baraffe
5094,0.07,0.0019179090126603278,,2738.3232251203117,,,baraffe
5095,0.07,0.0021049025778957452,,2737.873361412706,,,baraffe
5096,0.07,0.0023101277658038933,,2737.4578145677656,,,baraffe
5097,0.07,0.0025353621352267692,,2737.0730206647318,,,baraffe
5098,0.07,0.0027825565546175596,,2736.7153734551716,,,baraffe
5099,0.07,0.0030538520994960842,,2736.3821974126304,,,baraffe
5100,0.07,0.003351606314733412,,2736.0710085121627,,,baraffe
5101,0.07,0.003678383450624861,,2735.779696182017,,,baraffe
5102,0.07,0.004037020920491696,,2735.506226212716,,,baraffe
5103,0.07,0.004430625064311634,,2735.2491373398466,,,baraffe
5104,0.07,0.004862605086058246,,2735.006915403152,,,baraffe
5105,0.07,0.005336702582535751,,2734.805856736893,,,baraffe
5106,0.07,0.005857023951235716,,2734.627516543371,,,baraffe
5107,0.07,0.006428075957916478,,2734.4585344040647,,,baraffe
5108,0.07,0.007054804771974018,,2734.298351660327,,,baraffe
5109,0.07,0.0077426388077093174,,2734.1463965558455,,,baraffe
5110,0.07,0.008497535742562026,,2734.001754113869,,,baraffe
5111,0.07,0.00932603411955906,,2733.857517718898,,,baraffe
5112,0.07,0.010235286413287912,,2733.2660915742404,,,baraffe
5113,0.07,0.011233368351630463,,2730.9057496488367,,,baraffe
5114,0.07,0.012328493201125166,,2727.591334135333,,,baraffe
5115,0.07,0.013530380189850059,,2724.4894835823834,,,baraffe
5116,0.07,0.014849779329366576,,2721.6093031386213,,,baraffe
5117,0.07,0.016297462859724745,,2718.8789130981863,,,baraffe
5118,0.07,0.017886690817232823,,2716.3088800798696,,,baraffe
5119,0.07,0.019630438460506466,,2713.960561483733,,,baraffe
5120,0.07,0.021544181541980047,,2711.7978527808004,,,baraffe
5121,0.07,0.02364503711212875,,2709.7895866783015,,,baraffe
5122,0.07,0.025950157615451178,,2707.7057904204157,,,baraffe
5123,0.07,0.02848065676977862,,2705.6464726869144,,,baraffe
5124,0.07,0.0312571948465334,,2703.6486003156256,,,baraffe
5125,0.07,0.03430441360856821,,2701.707552884288,,,baraffe
5126,0.07,0.03764956822814918,,2699.8197346339257,,,baraffe
5127,0.07,0.04131997023481069,,2697.9807184202023,,,baraffe
5128,0.07,0.045349238622520466,,2696.1873710724303,,,baraffe
5129,0.07,0.04977027037066738,,2694.4362818115746,,,baraffe
5130,0.07,0.0546223021159877,,2690.108274453272,,,baraffe
5131,0.07,0.059948731780122944,,2686.165272770878,,,baraffe
5132,0.07,0.0657930470213815,,2682.5761650557347,,,baraffe
5133,0.07,0.07220877876048665,,2679.0577364997393,,,baraffe
5134,0.07,0.07924830826730607,,2675.5835531767098,,,baraffe
5135,0.07,0.08697411133432173,,2672.1475556139967,,,baraffe
5136,0.07,0.09545528969328622,,2668.7435145626273,,,baraffe
5137,0.07,0.10476108796203616,,2664.588988478909,,,baraffe
5138,0.07,0.11497674246490173,,2659.7599331047204,,,baraffe
5139,0.07,0.12618565895778883,,2651.907564245373,,,baraffe
5140,0.07,0.13848731652379223,,2641.556405806585,,,baraffe
5141,0.07,0.1519917446101894,,2631.1781965735686,,,baraffe
5142,0.07,0.15761118534303753,,2622.3978062605415,,,interp
5143,0.07,0.16323062607588565,,2613.6174159475145,,,interp
5144,0.07,0.16885006680873377,,2604.8370256344874,,,interp
5145,0.07,0.17446950754158191,,2596.0566353214604,,,interp
5146,0.07,0.18008894827443003,,2587.2762450084333,,,interp
5147,0.07,0.18570838900727815,,2578.4958546954063,,,interp
5148,0.07,0.19132782974012627,,2569.715464382379,,,interp
5149,0.07,0.1969472704729744,,2560.935074069352,,,interp
5150,0.07,0.20256671120582254,,2552.154683756325,,,interp
5151,0.07,0.20818615193867065,,2543.374293443298,,,interp
5152,0.07,0.21380559267151877,,2534.5939031302705,,,interp
5153,0.07,0.2194250334043669,,2525.8135128172435,,,interp
5154,0.07,0.225044474137215,,2517.0331225042164,,,interp
5155,0.07,0.23066391487006316,,2508.2527321911894,,,interp
5156,0.07,0.23628335560291128,,2499.4723418781623,,,interp
5157,0.07,0.2419027963357594,,2490.6919515651352,,,interp
5158,0.07,0.24752223706860751,,2481.911561252108,,,interp
5159,0.07,0.25314167780145563,,2473.131170939081,,,interp
5160,0.07,0.2587611185343038,,2464.350780626054,,,interp
5161,0.07,0.26438055926715187,,2455.570390313027,,,interp
5162,0.07,0.27,-3.3449,2446.79,5.135,1.154,sonora
5163,0.07,0.31,-3.4039,2396.4,5.158,1.124,sonora
5164,0.07,0.37,-3.4768,2335.11,5.186,1.089,sonora
5165,0.07,0.42,-3.5343,2283.95,5.205,1.065,sonora
5166,0.07,0.49,-3.612,2211.64,5.227,1.039,sonora
5167,0.07,0.57,-3.6869,2141.73,5.246,1.016,sonora
5168,0.07,0.66,-3.758,2075.38,5.262,0.997,sonora
5169,0.07,0.77,-3.8361,2002.36,5.278,0.979,sonora
5170,0.07,0.89,-3.9007,1943.98,5.291,0.964,sonora
5171,0.07,1.0,-3.953,1896.76,5.301,0.954,sonora
5172,0.07,1.2,-4.0425,1815.31,5.314,0.939,sonora
5173,0.07,1.4,-4.1077,1757.48,5.323,0.929,sonora
5174,0.07,1.6,-4.1583,1713.72,5.33,0.922,sonora
5175,0.07,1.9,-4.2078,1672.48,5.337,0.915,sonora
5176,0.07,2.2,-4.2431,1643.86,5.342,0.909,sonora
5177,0.07,2.5,-4.2699,1622.41,5.346,0.905,sonora
5178,0.07,2.9,-4.2999,1598.53,5.351,0.9,sonora
5179,0.07,3.4,-4.3284,1575.78,5.354,0.897,sonora
5180,0.07,4.0,-4.35,1558.76,5.357,0.894,sonora
5181,0.07,4.6,-4.364,1547.72,5.359,0.892,sonora
5182,0.07,5.3,-4.3751,1538.98,5.36,0.891,sonora
5183,0.07,6.2,-4.3823,1533.46,5.361,0.89,sonora
5184,0.07,7.2,-4.3863,1530.33,5.361,0.889,sonora
5185,0.07,8.3,-4.3883,1528.82,5.362,0.889,sonora
5186,0.07,9.7,-4.3899,1527.52,5.362,0.889,sonora
5187,0.07,11.0,-4.39,1527.5,5.362,0.889,sonora
5188,0.07,13.0,-4.3901,1527.5,5.362,0.889,sonora
5189,0.071,0.001,,2744.712021335915,,,baraffe
5190,0.071,0.0010974986633886447,,2743.815454554576,,,baraffe
5191,0.071,0.0012045035934870319,,2742.9856904830644,,,baraffe
5192,0.071,0.0013219407795106888,,2742.214509931818,,,baraffe
5193,0.071,0.0014508282385919241,,2741.531663189693,,,baraffe
5194,0.071,0.0015922820526611385,,2740.9621929639866,,,baraffe
5195,0.071,0.0017475274245333274,,2740.4424751698425,,,baraffe
5196,0.071,0.0019179090126603278,,2739.965892162871,,,baraffe
5197,0.071,0.0021049025778957452,,2739.52760369495,,,baraffe
5198,0.071,0.0023101277658038933,,2739.1227474141388,,,baraffe
5199,0.071,0.0025353621352267692,,2738.747851467563,,,baraffe
5200,0.071,0.0027825565546175596,,2738.39940268322,,,baraffe
5201,0.071,0.0030538520994960842,,2738.0747946071474,,,baraffe
5202,0.071,0.003351606314733412,,2737.771607311615,,,baraffe
5203,0.071,0.003678383450624861,,2737.4877846774593,,,baraffe
5204,0.071,0.004037020920491696,,2737.2213449498563,,,baraffe
5205,0.071,0.004430625064311634,,2736.9708645616524,,,baraffe
5206,0.071,0.004862605086058246,,2736.734868387285,,,baraffe
5207,0.071,0.005336702582535751,,2736.538977057618,,,baraffe
5208,0.071,0.005857023951235716,,2736.365220004191,,,baraffe
5209,0.071,0.006428075957916478,,2736.200580238487,,,baraffe
5210,0.071,0.007054804771974018,,2736.0445135010177,,,baraffe
5211,0.071,0.0077426388077093174,,2735.8964627655373,,,baraffe
5212,0.071,0.008497535742562026,,2735.755536598195,,,baraffe
5213,0.071,0.00932603411955906,,2735.615005849971,,,baraffe
5214,0.071,0.010235286413287912,,2735.038772279024,,,baraffe
5215,0.071,0.011233368351630463,,2732.7390302056097,,,baraffe
5216,0.071,0.012328493201125166,,2729.5096212943763,,,baraffe
5217,0.071,0.013530380189850059,,2726.48723202682,,,baraffe
5218,0.071,0.014849779329366576,,2723.7343259792638,,,baraffe
5219,0.071,0.016297462859724745,,2721.1115301119576,,,baraffe
5220,0.071,0.017886690817232823,,2718.6070352966453,,,baraffe
5221,0.071,0.019630438460506466,,2716.318563253988,,,baraffe
5222,0.071,0.021544181541980047,,2714.210914263024,,,baraffe
5223,0.071,0.02364503711212875,,2712.253733184899,,,baraffe
5224,0.071,0.025950157615451178,,2710.222917664049,,,baraffe
5225,0.071,0.02848065676977862,,2708.215914820849,,,baraffe
5226,0.071,0.0312571948465334,,2706.2687592836605,,,baraffe
5227,0.071,0.03430441360856821,,2704.3769360060655,,,baraffe
5228,0.071,0.03764956822814918,,2702.536967406733,,,baraffe
5229,0.071,0.04131997023481069,,2700.7445346408335,,,baraffe
5230,0.071,0.045349238622520466,,2698.9965736309423,,,baraffe
5231,0.071,0.04977027037066738,,2697.289783570454,,,baraffe
5232,0.071,0.0546223021159877,,2693.071114898827,,,baraffe
5233,0.071,0.059948731780122944,,2689.227584297377,,,baraffe
5234,0.071,0.0657930470213815,,2685.7288762737735,,,baraffe
5235,0.071,0.07220877876048665,,2682.2989643758137,,,baraffe
5236,0.071,0.07924830826730607,,2678.9120508206997,,,baraffe
5237,0.071,0.08697411133432173,,2675.562262541479,,,baraffe
5238,0.071,0.09545528969328622,,2672.243506890289,,,baraffe
5239,0.071,0.10476108796203616,,2668.192922307539,,,baraffe
5240,0.071,0.11497674246490173,,2663.48449544925,,,baraffe
5241,0.071,0.12618565895778883,,2655.827774024972,,,baraffe
5242,0.071,0.13848731652379223,,2645.7335968057037,,,baraffe
5243,0.071,0.1519917446101894,,2635.6119977971916,,,baraffe
5244,0.071,0.15761118534303753,,2627.4657121878017,,,interp
5245,0.071,0.16323062607588565,,2619.3194265784114,,,interp
5246,0.071,0.16885006680873377,,2611.1731409690215,,,interp
5247,0.071,0.17446950754158191,,2603.026855359631,,,interp
5248,0.071,0.18008894827443003,,2594.880569750241,,,interp
5249,0.071,0.18570838900727815,,2586.7342841408513,,,interp
5250,0.071,0.19132782974012627,,2578.587998531461,,,interp
5251,0.071,0.1969472704729744,,2570.441712922071,,,interp
5252,0.071,0.20256671120582254,,2562.295427312681,,,interp
5253,0.071,0.20818615193867065,,2554.1491417032908,,,interp
5254,0.071,0.21380559267151877,,2546.002856093901,,,interp
5255,0.071,0.2194250334043669,,2537.8565704845105,,,interp
5256,0.071,0.225044474137215,,2529.7102848751206,,,interp
5257,0.071,0.23066391487006316,,2521.5639992657307,,,interp
5258,0.071,0.23628335560291128,,2513.4177136563403,,,interp
5259,0.071,0.2419027963357594,,2505.2714280469504,,,interp
5260,0.071,0.24752223706860751,,2497.1251424375605,,,interp
5261,0.071,0.25314167780145563,,2488.97885682817,,,interp
5262,0.071,0.2587611185343038,,2480.8325712187802,,,interp
5263,0.071,0.26438055926715187,,2472.68628560939,,,interp
5264,0.071,0.27,-3.3301,2464.54,5.139,1.157,sonora
5265,0.071,0.31,-3.389,2414.3,5.162,1.127,sonora
5266,0.071,0.37,-3.4608,2353.45,5.19,1.092,sonora
5267,0.071,0.42,-3.515,2306.19,5.209,1.068,sonora
5268,0.071,0.49,-3.5889,2237.96,5.23,1.042,sonora
5269,0.071,0.57,-3.6616,2169.76,5.249,1.019,sonora
5270,0.071,0.66,-3.7309,2105.38,5.266,0.999,sonora
5271,0.071,0.77,-3.8055,2035.18,5.282,0.981,sonora
5272,0.071,0.89,-3.8706,1975.22,5.295,0.967,sonora
5273,0.071,1.0,-3.9177,1932.81,5.304,0.956,sonora
5274,0.071,1.2,-3.9958,1861.86,5.318,0.942,sonora
5275,0.071,1.4,-4.062,1801.7,5.327,0.932,sonora
5276,0.071,1.6,-4.1032,1765.43,5.332,0.926,sonora
5277,0.071,1.9,-4.1582,1717.47,5.34,0.918,sonora
5278,0.071,2.2,-4.192,1688.9,5.344,0.913,sonora
5279,0.071,2.5,-4.2127,1671.93,5.348,0.91,sonora
5280,0.071,2.9,-4.2358,1653.18,5.351,0.906,sonora
5281,0.071,3.4,-4.2555,1637.39,5.354,0.903,sonora
5282,0.071,4.0,-4.2709,1624.98,5.356,0.901,sonora
5283,0.071,4.6,-4.2814,1616.56,5.358,0.899,sonora
5284,0.071,5.3,-4.2884,1611.04,5.359,0.898,sonora
5285,0.071,6.2,-4.2932,1607.26,5.36,0.898,sonora
5286,0.071,7.2,-4.2958,1605.2,5.36,0.897,sonora
5287,0.071,8.3,-4.2975,1603.88,5.36,0.897,sonora
5288,0.071,9.7,-4.299,1602.57,5.36,0.897,sonora
5289,0.071,11.0,-4.299,1602.57,5.36,0.897,sonora
5290,0.071,13.0,-4.299,1602.57,5.36,0.897,sonora
5291,0.072,0.001,,2746.2088195261927,,,baraffe
5292,0.072,0.0010974986633886447,,2745.3356665558076,,,baraffe
5293,0.072,0.0012045035934870319,,2744.5275649699456,,,baraffe
5294,0.072,0.0013219407795106888,,2743.7765116350483,,,baraffe
5295,0.072,0.0014508282385919241,,2743.111481966473,,,baraffe
5296,0.072,0.0015922820526611385,,2742.5568671792407,,,baraffe
5297,0.072,0.0017475274245333274,,2742.050704280715,,,baraffe
5298,0.072,0.0019179090126603278,,2741.5865489111825,,,baraffe
5299,0.072,0.0021049025778957452,,2741.15968759231,,,baraffe
5300,0.072,0.0023101277658038933,,2740.7653851925033,,,baraffe
5301,0.072,0.0025353621352267692,,2740.4002607294606,,,baraffe
5302,0.072,0.0027825565546175596,,2740.0608929016744,,,baraffe
5303,0.072,0.0030538520994960842,,2739.7447434318024,,,baraffe
5304,0.072,0.003351606314733412,,2739.4494556596624,,,baraffe
5305,0.072,0.003678383450624861,,2739.1730272142654,,,baraffe
5306,0.072,0.004037020920491696,,2738.91352811834,,,baraffe
5307,0.072,0.004430625064311634,,2738.6695720145117,,,baraffe
5308,0.072,0.004862605086058246,,2738.439722308568,,,baraffe
5309,0.072,0.005336702582535751,,2738.2489325242764,,,baraffe
5310,0.072,0.005857023951235716,,2738.079700274597,,,baraffe
5311,0.072,0.006428075957916478,,2737.9193476253045,,,baraffe
5312,0.072,0.007054804771974018,,2737.767344530561,,,baraffe
5313,0.072,0.0077426388077093174,,2737.623148504761,,,baraffe
5314,0.072,0.008497535742562026,,2737.485891355736,,,baraffe
5315,0.072,0.00932603411955906,,2737.3490191434425,,,baraffe
5316,0.072,0.010235286413287912,,2736.7877851072863,,,baraffe
5317,0.072,0.011233368351630463,,2734.5478746269737,,,baraffe
5318,0.072,0.012328493201125166,,2731.4023993169167,,,baraffe
5319,0.072,0.013530380189850059,,2728.458473283351,,,baraffe
5320,0.072,0.014849779329366576,,2725.7769588233978,,,baraffe
5321,0.072,0.016297462859724745,,2723.296477615128,,,baraffe
5322,0.072,0.017886690817232823,,2720.874951190267,,,baraffe
5323,0.072,0.019630438460506466,,2718.645590836144,,,baraffe
5324,0.072,0.021544181541980047,,2716.592327912867,,,baraffe
5325,0.072,0.02364503711212875,,2714.6856089425874,,,baraffe
5326,0.072,0.025950157615451178,,2712.7071302644886,,,baraffe
5327,0.072,0.02848065676977862,,2710.7518086512773,,,baraffe
5328,0.072,0.0312571948465334,,2708.8547576804817,,,baraffe
5329,0.072,0.03430441360856821,,2707.011566231014,,,baraffe
5330,0.072,0.03764956822814918,,2705.21887331479,,,baraffe
5331,0.072,0.04131997023481069,,2703.472466942895,,,baraffe
5332,0.072,0.045349238622520466,,2701.769351173818,,,baraffe
5333,0.072,0.04977027037066738,,2700.10633374226,,,baraffe
5334,0.072,0.0546223021159877,,2695.9957107203045,,,baraffe
5335,0.072,0.059948731780122944,,2692.2504830960766,,,baraffe
5336,0.072,0.0657930470213815,,2688.841120028345,,,baraffe
5337,0.072,0.07220877876048665,,2685.49869836099,,,baraffe
5338,0.072,0.07924830826730607,,2682.1980487718306,,,baraffe
5339,0.072,0.08697411133432173,,2678.9334822310993,,,baraffe
5340,0.072,0.09545528969328622,,2675.699040945389,,,baraffe
5341,0.072,0.10476108796203616,,2671.7512224198604,,,baraffe
5342,0.072,0.11497674246490173,,2667.1620710018447,,,baraffe
5343,0.072,0.12618565895778883,,2659.698827934591,,,baraffe
5344,0.072,0.13848731652379223,,2649.858841043284,,,baraffe
5345,0.072,0.1519917446101894,,2639.9911011075096,,,baraffe
5346,0.072,0.15761118534303753,,2632.5272391500093,,,interp
5347,0.072,0.16323062607588565,,2625.0633771925086,,,interp
5348,0.072,0.16885006680873377,,2617.5995152350083,,,interp
5349,0.072,0.17446950754158191,,2610.1356532775076,,,interp
5350,0.072,0.18008894827443003,,2602.6717913200073,,,interp
5351,0.072,0.18570838900727815,,2595.207929362507,,,interp
5352,0.072,0.19132782974012627,,2587.7440674050063,,,interp
5353,0.072,0.1969472704729744,,2580.280205447506,,,interp
5354,0.072,0.20256671120582254,,2572.8163434900057,,,interp
5355,0.072,0.20818615193867065,,2565.352481532505,,,interp
5356,0.072,0.21380559267151877,,2557.8886195750047,,,interp
5357,0.072,0.2194250334043669,,2550.424757617504,,,interp
5358,0.072,0.225044474137215,,2542.9608956600036,,,interp
5359,0.072,0.23066391487006316,,2535.4970337025034,,,interp
5360,0.072,0.23628335560291128,,2528.0331717450026,,,interp
5361,0.072,0.2419027963357594,,2520.5693097875023,,,interp
5362,0.072,0.24752223706860751,,2513.105447830002,,,interp
5363,0.072,0.25314167780145563,,2505.6415858725013,,,interp
5364,0.072,0.2587611185343038,,2498.177723915001,,,interp
5365,0.072,0.26438055926715187,,2490.7138619575003,,,interp
5366,0.072,0.27,-3.3138,2483.25,5.142,1.161,sonora
5367,0.072,0.31,-3.3718,2433.59,5.165,1.131,sonora
5368,0.072,0.37,-3.4442,2371.94,5.193,1.095,sonora
5369,0.072,0.42,-3.4967,2326.7,5.212,1.072,sonora
5370,0.072,0.49,-3.5653,2264.86,5.234,1.045,sonora
5371,0.072,0.57,-3.6368,2197.6,5.253,1.022,sonora
5372,0.072,0.66,-3.7052,2133.54,5.27,1.002,sonora
5373,0.072,0.77,-3.7733,2070.09,5.285,0.985,sonora
5374,0.072,0.89,-3.8407,2006.34,5.298,0.97,sonora
5375,0.072,1.0,-3.8855,1965.69,5.308,0.96,sonora
5376,0.072,1.2,-3.9503,1907.74,5.32,0.946,sonora
5377,0.072,1.4,-4.0115,1851.46,5.33,0.935,sonora
5378,0.072,1.6,-4.0572,1809.87,5.336,0.929,sonora
5379,0.072,1.9,-4.1041,1768.1,5.342,0.922,sonora
5380,0.072,2.2,-4.1346,1741.57,5.346,0.918,sonora
5381,0.072,2.5,-4.1569,1722.28,5.349,0.915,sonora
5382,0.072,2.9,-4.176,1705.77,5.352,0.912,sonora
5383,0.072,3.4,-4.1894,1694.47,5.354,0.91,sonora
5384,0.072,4.0,-4.1974,1687.96,5.355,0.909,sonora
5385,0.072,4.6,-4.2029,1683.32,5.356,0.908,sonora
5386,0.072,5.3,-4.2066,1680.26,5.356,0.907,sonora
5387,0.072,6.2,-4.2083,1678.95,5.357,0.907,sonora
5388,0.072,7.2,-4.2098,1677.63,5.357,0.907,sonora
5389,0.072,8.3,-4.21,1677.63,5.357,0.907,sonora
5390,0.072,9.7,-4.2114,1676.31,5.357,0.907,sonora
5391,0.072,11.0,-4.2115,1676.31,5.357,0.907,sonora
5392,0.072,13.0,-4.2116,1676.31,5.357,0.906,sonora
5393,0.073,0.001,,2747.685771014133,,,baraffe
5394,0.073,0.0010974986633886447,,2746.8357343712405,,,baraffe
5395,0.073,0.0012045035934870319,,2746.049020402547,,,baraffe
5396,0.073,0.0013219407795106888,,2745.3178392095215,,,baraffe
5397,0.073,0.0014508282385919241,,2744.6704010688863,,,baraffe
5398,0.073,0.0015922820526611385,,2744.1304538469053,,,baraffe
5399,0.073,0.0017475274245333274,,2743.6376745622756,,,baraffe
5400,0.073,0.0019179090126603278,,2743.1857899133465,,,baraffe
5401,0.073,0.0021049025778957452,,2742.770211561231,,,baraffe
5402,0.073,0.0023101277658038933,,2742.3863299653985,,,baraffe
5403,0.073,0.0025353621352267692,,2742.0308538486815,,,baraffe
5404,0.073,0.0027825565546175596,,2741.7004526061537,,,baraffe
5405,0.073,0.0030538520994960842,,2741.3926552650405,,,baraffe
5406,0.073,0.003351606314733412,,2741.1051676250345,,,baraffe
5407,0.073,0.003678383450624861,,2740.836040377612,,,baraffe
5408,0.073,0.004037020920491696,,2740.583394663917,,,baraffe
5409,0.073,0.004430625064311634,,2740.3458808617934,,,baraffe
5410,0.073,0.004862605086058246,,2740.1221004183767,,,baraffe
5411,0.073,0.005336702582535751,,2739.9363481203877,,,baraffe
5412,0.073,0.005857023951235716,,2739.771583873767,,,baraffe
5413,0.073,0.006428075957916478,,2739.6154645381134,,,baraffe
5414,0.073,0.007054804771974018,,2739.467474100634,,,baraffe
5415,0.073,0.0077426388077093174,,2739.3270844319395,,,baraffe
5416,0.073,0.008497535742562026,,2739.193450288302,,,baraffe
5417,0.073,0.00932603411955906,,2739.060190740538,,,baraffe
5418,0.073,0.010235286413287912,,2738.5137682774016,,,baraffe
5419,0.073,0.011233368351630463,,2736.33294131473,,,baraffe
5420,0.073,0.012328493201125166,,2733.270354733133,,,baraffe
5421,0.073,0.013530380189850059,,2730.403919981109,,,baraffe
5422,0.073,0.014849779329366576,,2727.7929168166015,,,baraffe
5423,0.073,0.016297462859724745,,2725.3775989169144,,,baraffe
5424,0.073,0.017886690817232823,,2723.1038440391253,,,baraffe
5425,0.073,0.019630438460506466,,2720.9424729245625,,,baraffe
5426,0.073,0.021544181541980047,,2718.942939810377,,,baraffe
5427,0.073,0.02364503711212875,,2717.0860760808005,,,baraffe
5428,0.073,0.025950157615451178,,2715.159306913443,,,baraffe
5429,0.073,0.02848065676977862,,2713.2550491413426,,,baraffe
5430,0.073,0.0312571948465334,,2711.407506165125,,,baraffe
5431,0.073,0.03430441360856821,,2709.6123693780955,,,baraffe
5432,0.073,0.03764956822814918,,2707.866392843785,,,baraffe
5433,0.073,0.04131997023481069,,2706.165470024434,,,baraffe
5434,0.073,0.045349238622520466,,2704.506672183291,,,baraffe
5435,0.073,0.04977027037066738,,2702.886914203336,,,baraffe
5436,0.073,0.0546223021159877,,2698.8830765994653,,,baraffe
5437,0.073,0.059948731780122944,,2695.235013379446,,,baraffe
5438,0.073,0.0657930470213815,,2691.913967109477,,,baraffe
5439,0.073,0.07220877876048665,,2688.658035028999,,,baraffe
5440,0.073,0.07924830826730607,,2685.4426687911805,,,baraffe
5441,0.073,0.08697411133432173,,2682.2623610976593,,,baraffe
5442,0.073,0.09545528969328622,,2679.1112873093234,,,baraffe
5443,0.073,0.10476108796203616,,2675.2650885500716,,,baraffe
5444,0.073,0.11497674246490173,,2670.793892915611,,,baraffe
5445,0.073,0.12618565895778883,,2663.522012381002,,,baraffe
5446,0.073,0.13848731652379223,,2653.9334831342994,,,baraffe
5447,0.073,0.1519917446101894,,2644.316928285707,,,baraffe
5448,0.073,0.15951594724779944,,2635.156122176864,,,interp
5449,0.073,0.16704014988540947,,2625.9953160680207,,,interp
5450,0.073,0.1745643525230195,,2616.8345099591775,,,interp
5451,0.073,0.18208855516062952,,2607.6737038503343,,,interp
5452,0.073,0.18961275779823955,,2598.512897741491,,,interp
5453,0.073,0.19713696043584958,,2589.352091632648,,,interp
5454,0.073,0.2046611630734596,,2580.1912855238047,,,interp
5455,0.073,0.21218536571106963,,2571.0304794149615,,,interp
5456,0.073,0.21970956834867966,,2561.8696733061183,,,interp
5457,0.073,0.2272337709862897,,2552.708867197275,,,interp
5458,0.073,0.23475797362389972,,2543.548061088432,,,interp
5459,0.073,0.24228217626150975,,2534.3872549795888,,,interp
5460,0.073,0.24980637889911977,,2525.2264488707456,,,interp
5461,0.073,0.25733058153672983,,2516.0656427619024,,,interp
5462,0.073,0.26485478417433983,,2506.904836653059,,,interp
5463,0.073,0.27237898681194983,,2497.744030544216,,,interp
5464,0.073,0.2799031894495599,,2488.583224435373,,,interp
5465,0.073,0.28742739208716994,,2479.4224183265296,,,interp
5466,0.073,0.29495159472477994,,2470.2616122176864,,,interp
5467,0.073,0.30247579736238994,,2461.1008061088432,,,interp
5468,0.073,0.31,-3.356,2451.94,5.168,1.135,sonora
5469,0.073,0.37,-3.4279,2390.5,5.196,1.099,sonora
5470,0.073,0.42,-3.4778,2348.05,5.215,1.075,sonora
5471,0.073,0.49,-3.5434,2289.83,5.237,1.049,sonora
5472,0.073,0.57,-3.6133,2223.86,5.256,1.026,sonora
5473,0.073,0.66,-3.6779,2163.46,5.273,1.006,sonora
5474,0.073,0.77,-3.7399,2105.88,5.288,0.989,sonora
5475,0.073,0.89,-3.8027,2046.6,5.301,0.974,sonora
5476,0.073,1.0,-3.8506,2001.47,5.31,0.963,sonora
5477,0.073,1.2,-3.9108,1946.93,5.322,0.95,sonora
5478,0.073,1.4,-3.9558,1906.76,5.331,0.94,sonora
5479,0.073,1.6,-3.9978,1868.14,5.338,0.934,sonora
5480,0.073,1.9,-4.0444,1825.41,5.344,0.927,sonora
5481,0.073,2.2,-4.0728,1799.74,5.348,0.923,sonora
5482,0.073,2.5,-4.0922,1782.29,5.35,0.92,sonora
5483,0.073,2.9,-4.1074,1768.89,5.352,0.918,sonora
5484,0.073,3.4,-4.118,1759.59,5.354,0.916,sonora
5485,0.073,4.0,-4.1244,1754.01,5.355,0.915,sonora
5486,0.073,4.6,-4.1274,1751.38,5.355,0.915,sonora
5487,0.073,5.3,-4.1288,1750.25,5.355,0.915,sonora
5488,0.073,6.2,-4.1304,1748.74,5.355,0.914,sonora
5489,0.073,7.2,-4.1313,1747.97,5.356,0.914,sonora
5490,0.073,8.3,-4.132,1747.42,5.356,0.914,sonora
5491,0.073,9.7,-4.1334,1746.11,5.356,0.914,sonora
5492,0.073,11.0,-4.1334,1746.11,5.356,0.914,sonora
5493,0.073,13.0,-4.1305,1748.74,5.356,0.914,sonora
5494,0.074,0.001,,2749.1434054863694,,,baraffe
5495,0.074,0.0010974986633886447,,2748.3161954586426,,,baraffe
5496,0.074,0.0012045035934870319,,2747.550601414256,,,baraffe
5497,0.074,0.0013219407795106888,,2746.8390439434475,,,baraffe
5498,0.074,0.0014508282385919241,,2746.208977666276,,,baraffe
5499,0.074,0.0015922820526611385,,2745.683515032796,,,baraffe
5500,0.074,0.0017475274245333274,,2745.2039525425294,,,baraffe
5501,0.074,0.0019179090126603278,,2744.764185783755,,,baraffe
5502,0.074,0.0021049025778957452,,2744.359749969534,,,baraffe
5503,0.074,0.0023101277658038933,,2743.986159563858,,,baraffe
